NOMBRE_CONVOCATORIA,AÑO_CONVOCATORIA,FECHA_NACIMIENTO_ASPIRANTE,GENERO_ASPIRANTE,DPTO_NACIMIENTO_ASPIRANTE,POSIBLES_INSTITUCIONES_DE_ESTUDIO,PROGRAMA_DOCTORAL,PROG_NAL_CYT,GRAN_AREA_CONOCIMIENTO_ESTUDIO,AREA_CONOCIMIENTO_ESTUDIO
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University Of British Columbia - University of Manchester - The University of Edinburgh,Ciencias de la salud,Ciencia Tecnologia e Innovacion en Salud,OTRAS BIOLOGIAS,BIOQUIMICA Y BIOLOGIA MOLECULAR
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Massachusetts Institute Of Technology - The London School of Economics and Political science - University of California Berkeley,Doctorado en Economia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad Nacional de Mexico - Universidad de Concepcion - Melbourne University,Doctorado en Ciencias Biologicas,Ciencias Basicas,OTRAS BIOLOGIAS,BOTANICA Y CIENCIAS DE LAS PLANTAS
Doctorados Exterior 2010,2010,10/11/1981 12:00:00 AM,MASCULINO,ANTIOQUIA,Universidad Complutense De Madrid - Universidad De Barcelona - Universidad Pompeu de Fabra,Lengua literatura y discurso en relacion con los medios de comunicacion,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,LINGUISTICA,ESTUDIOS GENERALES DEL LENGUAJE
Doctorados Exterior 2010,2010,06/11/1978 12:00:00 AM,MASCULINO,ANTIOQUIA,universidad estadual paulista julio de mesquita filho - UNIVERSIDAD DE SAO PAULO - UNIVERSIDAD AUTONOMA DE BARCELONA,Doctorado en Genetica y Mejoramiento Animal,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,CIENCIAS VETERINARIAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,CAQUETA,Universidad de Puerto Rico - University of California San Diego - The University of British Columbia,Doctorado en Psicologia,Ciencias Basicas,OTRAS BIOLOGIAS,OTRAS BIOLOGIAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,CESAR,UNIVERSIDAD AUTONOMA DE BARCELONA - Univerdidad Politecnica de Valencia - Universidad Santiago de Chile,Ciencia de los Alimentos,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,GEOCIENCIAS MULTIDISCIPLINARIO,QUIMICA ORGANICA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,SANTANDER,University of Houston,PhD on Physics,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS FISICAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOYACA,Escuela Superior de Agricultura Luiz de Queiroz - UNIVERSIDAD NACIONAL DE ROSARIO  - Universidad de Talca,Genetica y Mejoramiento de Plantas,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,AGRONOMIA
Doctorados Exterior 2010,2010,10/11/1981 12:00:00 AM,MASCULINO,BOGOTA D C,University Of Minnesota,Ecology Evolution and Behavior,Ciencias Basicas,OTRAS BIOLOGIAS,ZOOLOGIA ORNITOLOGIA ENTOMOLOGIA CIENCIAS BIOLOGICAS DEL COMPORTAMIENTO
Doctorados Exterior 2010,2010,08/10/1983 12:00:00 AM,FEMENINO,PUTUMAYO,London School of Economics and Political Science LSD  - Graduate Institute of International and Development Studies - Universidad de Northwestern,Estudios de Desarrollo con enfasis en Politica Social,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,CIENCIAS POLITICAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,QUINDIO,Queens University - University of Calgary - Rutgers - The State University Of New Jersey,Doctor of Philosophy in Computer Science,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,GEOCIENCIAS MULTIDISCIPLINARIO,CIENCIAS DE LA COMPUTACION
Doctorados Exterior 2010,2010,01/10/1982 12:00:00 AM,MASCULINO,CORDOBA,Universidad Nacional de La Plata - Universidad De Sevilla - Universidad Complutense de Madrid,Doctorado de la Faculatad de Ciencias Exactas,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,QUIMICA ORGANICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,UNIVERSITY OF MELBOURNE - Instituto de Automatica Industrial - Universidad Politecnica de Madrid,Doctorado en Ingenieria,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2010,2010,09/03/1987 12:00:00 AM,FEMENINO,BOGOTA D C,Centro De Investigacion Y Docencia Economicas Ac - Universidad Complutense de Madrid - UNIVERSIDAD AUTONOMA DE BARCELONA,Instituto de Estudios Politicos,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,CIENCIAS POLITICAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Cornell University - Boston University - Columbia University,Doctorado en Economia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universidad De Guadalajara - Univerisdad Nacional Autonoma de Mexico - University Of Nevada,Psicologia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,PSICOLOGIA INCLUYE TERAPIAS DE APRENDIZAJE HABLA VISUAL Y OTRAS DISCAPACIDADES FISICAS Y MENTALES
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Helsinki School of Economics -  Eidgenossische Technische Hochschule Zurich - University of Western Ontario,Doctorado en Gestion Tecnologia y Economia,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS CIENCIAS SOCIALES,NEGOCIOS Y MANAGEMENT
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universite De Paris Xiii (Paris-Nord) - Universite de Paris VI - Universite Bordeaux 3,Especializancion en multimedia,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,LINGUISTICA,LINGUISTICA
Doctorados Exterior 2010,2010,08/06/1984 12:00:00 AM,MASCULINO,ATLANTICO,Universidad de Salamanca - Universidad Complutense de Madrid - Universidad Autonoma Metropolitana de Mexico,Doctorado en Filosofia de la Ciencia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,FILOSOFIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Ecole des Hautes Etudes en Sciences Sociales - Universite de Neuchatel - Universidade Federal Do Rio De Janeiro,Doctorat en anthropologie sociale et ethnologie,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,ANTROPOLOGIA
Doctorados Exterior 2011,2011,06/04/1981 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Purdue University - Ohio State University - Michigan State University,Food Science,Biotecnologia,OTRAS CIENCIAS MEDICAS,NUTRICION Y DIETAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,GUAVIARE,Technische Universitaet Berlin  - Tulane University - Univerisdad Nacional Autonoma de Mexico,Environmental Technology,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA DE PRODUCCION
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Instituto Nacional de Matematica Pura y Aplicada - University of California Santa Barbara,Ciencias basicas,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,MATEMATICAS PURAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,UNIVERSIDAD POLITECNICA DE MADRID - University College of London - University of Cambridge,Doctorado en Construccion y Nuevas tecnologias Arquitectonicas,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ARQUITECTURA Y URBANISMO
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,London School of Hygine and tropical medicine - The University of Western Ontario - North Carolina University Chappel Hill,Ciencia y tecnologia,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,SALUD PUBLICA
Doctorados Exterior 2010,2010,05/01/1982 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University of Washington - University of Florida - Purdue University,Ingenieria Electronica,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2010,2010,04/05/1979 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Universidad de Barcelona,Doctorado en Biotecnologia Molecular,Biotecnologia,OTRAS BIOLOGIAS,GENETICA Y HERENCIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,CALDAS,Nanotecnologia-Instituto Potosino de Investigacion Cientifica y Tecnologica - Nanotecnologia-Instituto Potosino de Investigacion Cientifica y Tecnologica - UNIVERSIDAD DE CHILE,Maestria en Ciencia-Fisica,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,FISICA ATOMICA MOLECULAR Y QUIMICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOLIVAR,University of Cambridge - Princeton University - CORNELL UNIVERSITY,PhD Chemical Engineering,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA QUIMICA PLANTAS Y PRODUCTOS
Doctorados Exterior 2010,2010,02/05/1979 12:00:00 AM,MASCULINO,ANTIOQUIA,Universidad de Sevilla - Universidad Politecnica de Valencia - UNIVERSIDAD CARLOS III DE MADRID,Doctorado en matematica,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,MATEMATICAS PURAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,CAUCA,UNIVERSIDAD AUTONOMA DE BARCELONA - Universidad Autonoma De Madrid - UNIVERSIDAD AUTONOMA DE BARCELONA,Doctorado en Matematicas,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,MATEMATICAS PURAS
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,UNIVERSITY OF CALIFORNIA - DAVIS- - Universidad de California Berkeley - University Of British Columbia,Ph.D. in Economics,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS NATURALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2010,2010,11/06/1981 12:00:00 AM,MASCULINO,META,Pontificia Universidad Catolica de Valparaiso - COLEGIO DE MEXICO - Universidad Nacional Del Sur Bahia Blanca,Maestria en Linguistica,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,LINGUISTICA,LINGUISTICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,INSEAD - London Business School - London School of Economics,Doctorado en Administracion,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,NEGOCIOS Y MANAGEMENT
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,UNIVERSIDAD AUTONOMA DE BARCELONA - Universidad Pompeu Fabra - UNIVERSIDAD COMPLUTENSE DE MADRID,doctorado en Comunicacion Audiovisual y Publicidad,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,MEDIOS Y COMUNICACION SOCIAL
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Univerisdad Nacional Autonoma de Mexico - Universidad Autonoma de Mexico,Doctorado en Antroplogia,Ciencia Tecnologia e Innovacion en Salud,OTRAS HUMANIDADES,ANTROPOLOGIA
Doctorados Exterior 2010,2010,03/12/1986 12:00:00 AM,FEMENINO,TOLIMA,FLORIDA STATE UNIVERSITY - Universidad De Barcelona - University Of South Florida,PhD en ciencias biologicas,Biotecnologia,OTRAS BIOLOGIAS,BIOLOGIA TEORICA MATEMATICA CRIOBIOLOGIA EVOLUTIVA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad de Salamanca - Universidad de Malaga - Universidad Complutense de Madrid,Doctorado en Textos de la Antiguedad Clasica y su Pervivencia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,LINGUISTICA,LINGUISTICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad De Genova - Universidad De Genova - UNIVERSIDAD POLITECNICA DE MADRID,Doctorado en Bioingenieria,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA MEDICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University of Pittsburgh - State University of New York at Buffalo - University Of Alberta,PhD in Rehabilitation Science,Ciencia Tecnologia e Innovacion en Salud,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA MEDICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universidad Paris I Pantheon-Sorbonne - Escuela de Altos Estudios en Ciencias Sociales - Universidad Erasmus De Rotterdam,Doctorado en Economia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,META,Universidad Politecnica de Cataluna - Universidad de Sevilla - Universidad de Zaragoza,Doctorado en Ingenieria Electrica,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,NARINO,3.	Universidad Autonoma de Mexico - Universidad de La Plata - Universidad Complutense De Madrid,Doctorado en Quimica,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,QUIMICA ORGANICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,MAGDALENA,The University of Georgia - University Of Alabama - James Cook University,Biologia,Ciencias Basicas,OTRAS BIOLOGIAS,ECOLOGIA
Doctorados Exterior 2010,2010,04/04/1983 12:00:00 AM,MASCULINO,SANTANDER,Indiana University - Dalhousie University - Universidad Complutense de Madrid,Doctorado en Geologia,Investigaciones en Energia y Mineria,GEOCIENCIAS MULTIDISCIPLINARIO,GEOCIENCIAS MULTIDISCIPLINARIO
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Norwegian School of Economics  Business Administration - University of Massachusetts - university of utrecht,Doctorado en Economia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,BOYACA,Universidad Autonoma del Estado de Mexico - Universidad Nacional Autonoma de Mexico - Universidad Federal Rio de JANEIRO,Doctorado en Ciencias Quimica,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,QUIMICA ORGANICA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,FEMENINO,ATLANTICO,The University of Manchester - Birbeck University of London - The university of New South Wales,Diseno de farmacos usando modelado molecular,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,FARMACOLOGIA Y FARMACIA
Doctorados Exterior 2010,2010,04/09/1984 12:00:00 AM,MASCULINO,BOGOTA D C,Institute Of Technology M.I.T. - London School of Economics - Stanford University,Ph D in Economics,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2010,2010,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,UNIVERSIDAD DE ZARAGOZA - UNIVERSIDAD COMPLUTENSE DE MADRID - Universidad De Barcelona,Programa de becas Generacion del bicentenario. Doctorados en el exterior,Biotecnologia,OTRAS CIENCIAS AGRICOLAS,AGRONOMIA
Doctorados Exterior 2010,2010,09/09/1980 12:00:00 AM,FEMENINO,SANTANDER,Universidad De Ulm - Universidad of Western Ontario - Universidad de Florida,Doctorado en Ciencias Biologicas,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,ECOLOGIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Purdue University,Interdisciplinary Life Sciences Ph.D. Program,Ciencia Tecnologia e Innovacion en Salud,OTRAS BIOLOGIAS,OTRAS BIOLOGIAS
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Arizona State University,PhD in Geological Sciences,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,GEOCIENCIAS MULTIDISCIPLINARIO
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universite De Nantes,Doctorado en Ingenieria Quimica,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA QUIMICA PLANTAS Y PRODUCTOS
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,SANTANDER,Purdue University - The University of Illinois at Urbana-Champaign - University of California,PhD in Chemical and Biological Enginnering,Biotecnologia,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA QUIMICA PLANTAS Y PRODUCTOS
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,CAUCA,Instituto de Ciencias Politicas de Paris,Historia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,SOCIOLOGIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,The University of Chicago - The New School for Social Research - Frei Universitat Berlin,P.h.D. Sociologia (60meses),Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,SOCIOLOGIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,TOLIMA,The University of Hull - University Of St Andrews,PhD Sociology and Anthropology and Gender Studies,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,ANTROPOLOGIA
Doctorados Exterior 2011,2011,01/05/1983 12:00:00 AM,MASCULINO,BOGOTA D C,Institut de recherche pur le developpement  - UNIVERSIDAD AUTONOMA DE BARCELONA,Energia,Investigaciones en Energia y Mineria,GEOCIENCIAS MULTIDISCIPLINARIO,GEOCIENCIAS MULTIDISCIPLINARIO
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Universidade Federal Da Bahia,Ensenanza Filosofia e Historia de las Ciencias,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,EDUCACION GENERAL INCLUYE CAPACITACION PEDADOGIA
Doctorados Exterior 2011,2011,12/01/1979 12:00:00 AM,FEMENINO,BOGOTA D C,Universidad Autonoma de Barcelona,Pediatria obstetricia y ginecologia medicina preventiva y salud publica,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,MEDICINA GENERAL E INTERNA
Doctorados Exterior 2011,2011,11/02/1982 12:00:00 AM,FEMENINO,QUINDIO,Universite de Montpellier III,Doctorado en Ciencias del Lenguaje,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,LINGUISTICA,LINGUISTICA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,SANTANDER,Universidad De Stuttgart - Heinrich-Heine-Universitat Dusseldorf - Universidad De Karlsruhe,Doctorado en ciencias,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,FISICA ATOMICA MOLECULAR Y QUIMICA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOYACA,British Columbia University - University of Alberta - McGill University,Doctorado en Ciencia y Tecnologia de alimentos,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,AGRONOMIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,ANTIOQUIA,Universite du Quebec en Abitibi-Temiscamingue,Doctorat en sciences de lenvironnement,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,FORESTAL
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Houston - University of Massachusetts Amherst - Ohio State University,Ph.D. in Economics,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universidad De Essex,PhD en Derecho,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,DERECHO
Doctorados Exterior 2011,2011,04/02/1981 12:00:00 AM,FEMENINO,ANTIOQUIA,The University of Illinois at Urbana-Champaign - University of East London - University of London Birkbeck,Phd Communications and Media,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,MEDIOS Y COMUNICACION SOCIAL
Doctorados Exterior 2011,2011,02/02/1977 12:00:00 AM,MASCULINO,BOYACA,Universidad de Uppsala,Genetica de poblaciones,Ciencias Basicas,OTRAS BIOLOGIAS,OTRAS BIOLOGIAS
Doctorados Exterior 2011,2011,05/10/1985 12:00:00 AM,MASCULINO,BOLIVAR,UNIVERSIDAD COMPLUTENSE DE MADRID - Universidad de Alcala - University Of South Florida,Doctorado en Bioquimica Biologia molecular y Biomedicina,Ciencia Tecnologia e Innovacion en Salud,OTRAS BIOLOGIAS,BIOLOGIA TEORICA MATEMATICA CRIOBIOLOGIA EVOLUTIVA
Doctorados Exterior 2011,2011,06/06/1979 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,UNIVERSITY OF SASKATCHEWAN - Kobe University,Doctor of Phylosophy  Biology,Biotecnologia,OTRAS BIOLOGIAS,GENETICA Y HERENCIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,BOYACA,California Institute of Technology - Institute Of Technology M.I.T. - West Virginia University,Doctor of Philosophy Ph.D. - (En aplicacion) - 60 meses,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA AEROESPACIAL
Doctorados Exterior 2011,2011,10/01/1981 12:00:00 AM,MASCULINO,ANTIOQUIA,University of Miami,Mathematics,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,MATEMATICAS PURAS
Doctorados Exterior 2011,2011,02/09/1982 12:00:00 AM,FEMENINO,CALDAS,Universidad Politecnica de Cataluya,Doctorado de administracion y direccion de empresas,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA DE PRODUCCION
